2017-06-30 16:21:48.986380: W tensorflow/core/platform/cpu_feature_guard.cc:45] The TensorFlow library wasn't compiled to use SSE4.1 instructions, but these are available on your machine and could speed up CPU computations.
2017-06-30 16:21:48.986422: W tensorflow/core/platform/cpu_feature_guard.cc:45] The TensorFlow library wasn't compiled to use SSE4.2 instructions, but these are available on your machine and could speed up CPU computations.
2017-06-30 16:21:48.986429: W tensorflow/core/platform/cpu_feature_guard.cc:45] The TensorFlow library wasn't compiled to use AVX instructions, but these are available on your machine and could speed up CPU computations.
2017-06-30 16:21:48.986433: W tensorflow/core/platform/cpu_feature_guard.cc:45] The TensorFlow library wasn't compiled to use AVX2 instructions, but these are available on your machine and could speed up CPU computations.
2017-06-30 16:21:48.986437: W tensorflow/core/platform/cpu_feature_guard.cc:45] The TensorFlow library wasn't compiled to use FMA instructions, but these are available on your machine and could speed up CPU computations.
2017-06-30 16:21:49.366665: I tensorflow/core/common_runtime/gpu/gpu_device.cc:887] Found device 0 with properties: 
name: Tesla K40m
major: 3 minor: 5 memoryClockRate (GHz) 0.8755
pciBusID 0000:81:00.0
Accuracy: 0.96
Iteration: 1848300
Loss: 6.98718
Accuracy: 0.96
Iteration: 1848400
Loss: 5.77478
Accuracy: 1.0
Iteration: 1848500
Loss: 2.79149
Accuracy: 1.0
Independent Test set: 0.9738
Iteration: 1848600
Loss: 2.2156
Accuracy: 1.0
Iteration: 1848700
Loss: 8.4715
Accuracy: 0.96
Iteration: 1848800
Loss: 4.32569
Accuracy: 1.0
Iteration: 1848900
Loss: 6.55021
Accuracy: 0.96
Iteration: 1849000
Loss: 5.16164
Accuracy: 1.0
Independent Test set: 0.9749
Iteration: 1849100
Loss: 7.45648
Accuracy: 1.0
Iteration: 1849200
Loss: 6.39209
Accuracy: 1.0
Iteration: 1849300
Loss: 8.81427
Accuracy: 0.96
Iteration: 1849400
Loss: 6.54393
Accuracy: 1.0
Iteration: 1849500
Loss: 1.73503
Accuracy: 1.0
Independent Test set: 0.9732
Iteration: 1849600
Loss: 4.30379
Accuracy: 1.0
Iteration: 1849700
Loss: 6.45155
Accuracy: 1.0
Iteration: 1849800
Loss: 5.6697
Accuracy: 0.96
Iteration: 1849900
Loss: 5.57282
Accuracy: 1.0
Iteration: 1850000
Loss: 7.13884
Accuracy: 0.96
Independent Test set: 0.9752
Iteration: 1850100
Loss: 10.961
Accuracy: 0.96
Iteration: 1850200
Loss: 6.58939
Accuracy: 0.96
Iteration: 1850300
Loss: 8.89957
Accuracy: 0.96
Iteration: 1850400
Loss: 7.72993
Accuracy: 1.0
Iteration: 1850500
Loss: 9.0141
Accuracy: 0.96
Independent Test set: 0.9743
Iteration: 1850600
Loss: 8.7744
Accuracy: 0.96
Iteration: 1850700
Loss: 12.727
Accuracy: 0.96
Iteration: 1850800
Loss: 6.35103
Accuracy: 0.96
Iteration: 1850900
Loss: 4.36911
Accuracy: 1.0
Iteration: 1851000
Loss: 2.86646
Accuracy: 1.0
Independent Test set: 0.9746
Iteration: 1851100
Loss: 2.52238
Accuracy: 1.0
Iteration: 1851200
Loss: 2.19894
Accuracy: 1.0
Iteration: 1851300
Loss: 2.75563
Accuracy: 1.0
Iteration: 1851400
Loss: 12.8594
Accuracy: 0.92
Iteration: 1851500
Loss: 4.77102
Accuracy: 1.0
Independent Test set: 0.9725
Iteration: 1851600
Loss: 3.30017
Accuracy: 1.0
Iteration: 1851700
Loss: 7.0768
Accuracy: 0.96
Iteration: 1851800
Loss: 2.65525
Accuracy: 1.0
Iteration: 1851900
Loss: 3.54702
Accuracy: 1.0
Iteration: 1852000
Loss: 4.08819
Accuracy: 1.0
Independent Test set: 0.9755
Iteration: 1852100
Loss: 6.94283
Accuracy: 0.96
Iteration: 1852200
Loss: 4.12577
Accuracy: 1.0
Iteration: 1852300
Loss: 8.76884
Accuracy: 0.96
Iteration: 1852400
Loss: 1.06824
Accuracy: 1.0
Iteration: 1852500
Loss: 3.46057
Accuracy: 1.0
Independent Test set: 0.9744
Iteration: 1852600
Loss: 8.19992
Accuracy: 1.0
Iteration: 1852700
Loss: 12.9259
Accuracy: 0.96
Iteration: 1852800
Loss: 10.1388
Accuracy: 0.92
Iteration: 1852900
Loss: 6.18488
Accuracy: 1.0
Iteration: 1853000
Loss: 4.99112
Accuracy: 1.0
Independent Test set: 0.9754
Iteration: 1853100
Loss: 6.37116
Accuracy: 0.96
Iteration: 1853200
Loss: 6.3311
Accuracy: 1.0
Iteration: 1853300
Loss: 16.1699
Accuracy: 0.92
Iteration: 1853400
Loss: 4.72835
Accuracy: 1.0
Iteration: 1853500
Loss: 5.42123
Accuracy: 1.0
Independent Test set: 0.9742
Iteration: 1853600
Loss: 1.12553
Accuracy: 1.0
Iteration: 1853700
Loss: 6.10669
Accuracy: 0.96
Iteration: 1853800
Loss: 10.0126
Accuracy: 0.96
Iteration: 1853900
Loss: 4.92622
Accuracy: 1.0
Iteration: 1854000
Loss: 6.54253
Accuracy: 0.96
Independent Test set: 0.9744
Iteration: 1854100
Loss: 5.08098
Accuracy: 0.96
Iteration: 1854200
Loss: 8.77784
Accuracy: 0.96
Iteration: 1854300
Loss: 1.06232
Accuracy: 1.0
Iteration: 1854400
Loss: 11.2378
Accuracy: 0.96
Iteration: 1854500
Loss: 9.05008
Accuracy: 0.96
Independent Test set: 0.9746
Iteration: 1854600
Loss: 2.04869
Accuracy: 1.0
Iteration: 1854700
Loss: 2.35092
Accuracy: 1.0
Iteration: 1854800
Loss: 9.22682
Accuracy: 1.0
Iteration: 1854900
Loss: 2.86824
Accuracy: 1.0
Iteration: 1855000
Loss: 7.54496
Accuracy: 1.0
Independent Test set: 0.974
Iteration: 1855100
Loss: 14.4096
Accuracy: 0.88
Iteration: 1855200
Loss: 5.15581
Accuracy: 1.0
Iteration: 1855300
Loss: 9.89103
Accuracy: 0.96
Iteration: 1855400
Loss: 2.2188
Accuracy: 1.0
Iteration: 1855500
Loss: 11.1024
Accuracy: 0.92
Independent Test set: 0.9742
Iteration: 1855600
Loss: 3.19571
Accuracy: 1.0
Iteration: 1855700
Loss: 5.23942
Accuracy: 1.0
Iteration: 1855800
Loss: 2.20156
Accuracy: 1.0
Iteration: 1855900
Loss: 2.32003
Accuracy: 1.0
Iteration: 1856000
Loss: 6.47067
Accuracy: 1.0
Independent Test set: 0.9747
Iteration: 1856100
Loss: 7.50671
Accuracy: 1.0
Iteration: 1856200
Loss: 2.03647
Accuracy: 1.0
Iteration: 1856300
Loss: 2.1379
Accuracy: 1.0
Iteration: 1856400
Loss: 5.25454
Accuracy: 0.96
Iteration: 1856500
Loss: 9.41782
Accuracy: 0.92
Independent Test set: 0.9751
Iteration: 1856600
Loss: 5.06806
Accuracy: 1.0
Iteration: 1856700
Loss: 5.48605
Accuracy: 0.96
Iteration: 1856800
Loss: 6.12836
Accuracy: 1.0
Iteration: 1856900
Loss: 6.46011
Accuracy: 1.0
Iteration: 1857000
Loss: 8.04928
Accuracy: 1.0
Independent Test set: 0.9717
Iteration: 1857100
Loss: 9.15311
Accuracy: 1.0
Iteration: 1857200
Loss: 12.1616
Accuracy: 0.96
Iteration: 1857300
Loss: 13.702
Accuracy: 0.92
Iteration: 1857400
Loss: 3.62374
Accuracy: 1.0
Iteration: 1857500
Loss: 2.37252
Accuracy: 1.0
Independent Test set: 0.9731
Iteration: 1857600
Loss: 4.12539
Accuracy: 1.0
Iteration: 1857700
Loss: 5.67105
Accuracy: 0.96
Iteration: 1857800
Loss: 5.13289
Accuracy: 1.0
Iteration: 1857900
Loss: 5.39117
Accuracy: 1.0
Iteration: 1858000
Loss: 7.02044
Accuracy: 0.96
Independent Test set: 0.973
Iteration: 1858100
Loss: 1.63665
Accuracy: 1.0
Iteration: 1858200
Loss: 2.70272
Accuracy: 1.0
Iteration: 1858300
Loss: 2.90018
Accuracy: 1.0
Iteration: 1858400
Loss: 4.18087
Accuracy: 1.0
Iteration: 1858500
Loss: 4.67335
Accuracy: 1.0
Independent Test set: 0.973
Iteration: 1858600
Loss: 14.2457
Accuracy: 0.92
Iteration: 1858700
Loss: 4.05792
Accuracy: 1.0
Iteration: 1858800
Loss: 2.71276
Accuracy: 1.0
Iteration: 1858900
Loss: 3.27046
Accuracy: 1.0
Iteration: 1859000
Loss: 9.86821
Accuracy: 0.92
Independent Test set: 0.9744
Iteration: 1859100
Loss: 10.1523
Accuracy: 0.92
Iteration: 1859200
Loss: 3.02191
Accuracy: 1.0
Iteration: 1859300
Loss: 8.04638
Accuracy: 1.0
Iteration: 1859400
Loss: 4.16479
Accuracy: 1.0
Iteration: 1859500
Loss: 9.45578
Accuracy: 1.0
Independent Test set: 0.9731
Iteration: 1859600
Loss: 5.69602
Accuracy: 0.96
Iteration: 1859700
Loss: 5.69958
Accuracy: 1.0
Iteration: 1859800
Loss: 10.5973
Accuracy: 0.96
Iteration: 1859900
Loss: 7.81998
Accuracy: 1.0
Iteration: 1860000
Loss: 5.01402
Accuracy: 1.0
Independent Test set: 0.974
Iteration: 1860100
Loss: 2.03794
Accuracy: 1.0
Iteration: 1860200
Loss: 4.44735
Accuracy: 1.0
Iteration: 1860300
Loss: 5.73017
Accuracy: 1.0
Iteration: 1860400
Loss: 2.62936
Accuracy: 1.0
Iteration: 1860500
Loss: 1.39028
Accuracy: 1.0
Independent Test set: 0.9668
Iteration: 1860600
Loss: 7.44053
Accuracy: 0.96
Iteration: 1860700
Loss: 3.13189
Accuracy: 1.0
Iteration: 1860800
Loss: 5.26452
Accuracy: 1.0
Iteration: 1860900
Loss: 5.73158
Accuracy: 1.0
Iteration: 1861000
Loss: 1.97094
Accuracy: 1.0
Independent Test set: 0.9722
Iteration: 1861100
Loss: 8.86832
Accuracy: 0.96
Iteration: 1861200
Loss: 5.83408
Accuracy: 0.96
Iteration: 1861300
Loss: 8.37953
Accuracy: 0.96
Iteration: 1861400
Loss: 6.86229
Accuracy: 0.96
Iteration: 1861500
Loss: 7.2569
Accuracy: 1.0
Independent Test set: 0.9742
Iteration: 1861600
Loss: 12.4653
Accuracy: 0.96
Iteration: 1861700
Loss: 6.46715
Accuracy: 1.0
Iteration: 1861800
Loss: 7.51161
Accuracy: 0.96
Iteration: 1861900
Loss: 5.94733
Accuracy: 1.0
Iteration: 1862000
Loss: 6.28183
Accuracy: 1.0
Independent Test set: 0.9732
Iteration: 1862100
Loss: 3.82786
Accuracy: 1.0
Iteration: 1862200
Loss: 2.30682
Accuracy: 1.0
Iteration: 1862300
Loss: 2.96054
Accuracy: 1.0
Iteration: 1862400
Loss: 3.27173
Accuracy: 1.0
Iteration: 1862500
Loss: 6.92373
Accuracy: 1.0
Independent Test set: 0.9734
Iteration: 1862600
Loss: 1.7726
Accuracy: 1.0
Iteration: 1862700
Loss: 5.12941
Accuracy: 1.0
Iteration: 1862800
Loss: 4.00405
Accuracy: 1.0
Iteration: 1862900
Loss: 6.6192
Accuracy: 0.96
Iteration: 1863000
Loss: 5.84034
Accuracy: 0.96
Independent Test set: 0.9747
Iteration: 1863100
Loss: 3.24259
Accuracy: 1.0
Iteration: 1863200
Loss: 6.62079
Accuracy: 1.0
Iteration: 1863300
Loss: 6.73224
Accuracy: 0.96
Iteration: 1863400
Loss: 3.00252
Accuracy: 1.0
Iteration: 1863500
Loss: 4.86165
Accuracy: 0.96
Independent Test set: 0.9743
Iteration: 1863600
Loss: 9.43567
Accuracy: 0.96
Iteration: 1863700
Loss: 2.9916
Accuracy: 1.0
Iteration: 1863800
Loss: 5.18162
Accuracy: 1.0
Iteration: 1863900
Loss: 2.49841
Accuracy: 1.0
Iteration: 1864000
Loss: 17.0521
Accuracy: 0.96
Independent Test set: 0.9744
Iteration: 1864100
Loss: 9.33115
Accuracy: 0.96
Iteration: 1864200
Loss: 7.30015
Accuracy: 0.96
Iteration: 1864300
Loss: 3.64548
Accuracy: 1.0
Iteration: 1864400
Loss: 9.45694
Accuracy: 0.96
Iteration: 1864500
Loss: 3.51304
Accuracy: 1.0
Independent Test set: 0.9748
Iteration: 1864600
Loss: 7.84564
Accuracy: 0.96
Iteration: 1864700
Loss: 2.08863
Accuracy: 1.0
Iteration: 1864800
Loss: 5.46547
Accuracy: 1.0
Iteration: 1864900
Loss: 8.89456
Accuracy: 0.96
Iteration: 1865000
Loss: 8.84836
Accuracy: 0.96
Independent Test set: 0.9736
Iteration: 1865100
Loss: 6.34371
Accuracy: 0.96
Iteration: 1865200
Loss: 9.85179
Accuracy: 0.96
Iteration: 1865300
Loss: 3.42863
Accuracy: 1.0
Iteration: 1865400
Loss: 4.98136
Accuracy: 1.0
Iteration: 1865500
Loss: 3.17578
Accuracy: 1.0
Independent Test set: 0.9738
Iteration: 1865600
Loss: 3.69568
Accuracy: 1.0
Iteration: 1865700
Loss: 7.18612
Accuracy: 1.0
Iteration: 1865800
Loss: 1.76255
Accuracy: 1.0
Iteration: 1865900
Loss: 4.00967
Accuracy: 1.0
Iteration: 1866000
Loss: 2.56272
Accuracy: 1.0
Independent Test set: 0.9735
Iteration: 1866100
Loss: 7.10769
Accuracy: 0.96
Iteration: 1866200
Loss: 5.08541
Accuracy: 1.0
Iteration: 1866300
Loss: 5.22297
Accuracy: 1.0
Iteration: 1866400
Loss: 3.10329
Accuracy: 1.0
Iteration: 1866500
Loss: 2.53808
Accuracy: 1.0
Independent Test set: 0.9724
Iteration: 1866600
Loss: 5.9674
Accuracy: 0.96
Iteration: 1866700
Loss: 5.28997
Accuracy: 0.96
Iteration: 1866800
Loss: 2.69203
Accuracy: 1.0
Iteration: 1866900
Loss: 5.40924
Accuracy: 1.0
Iteration: 1867000
Loss: 6.70924
Accuracy: 1.0
Independent Test set: 0.9734
Iteration: 1867100
Loss: 7.43745
Accuracy: 0.96
Iteration: 1867200
Loss: 10.5881
Accuracy: 1.0
Iteration: 1867300
Loss: 2.89241
Accuracy: 1.0
Iteration: 1867400
Loss: 3.4731
Accuracy: 1.0
Iteration: 1867500
Loss: 8.441
Accuracy: 0.96
Independent Test set: 0.9739
Iteration: 1867600
Loss: 3.95358
Accuracy: 1.0
Iteration: 1867700
Loss: 5.06551
Accuracy: 1.0
Iteration: 1867800
Loss: 7.24564
Accuracy: 1.0
Iteration: 1867900
Loss: 7.49524
Accuracy: 0.96
Iteration: 1868000
Loss: 10.2035
Accuracy: 1.0
Independent Test set: 0.9742
Iteration: 1868100
Loss: 3.07375
Accuracy: 1.0
Iteration: 1868200
Loss: 8.9829
Accuracy: 0.96
Iteration: 1868300
Loss: 2.9994
Accuracy: 1.0
Iteration: 1868400
Loss: 6.48869
Accuracy: 1.0
Iteration: 1868500
Loss: 4.74817
Accuracy: 1.0
Independent Test set: 0.9732
Iteration: 1868600
Loss: 17.6953
Accuracy: 0.92
Iteration: 1868700
Loss: 2.36212
Accuracy: 1.0
Iteration: 1868800
Loss: 2.91362
Accuracy: 1.0
Iteration: 1868900
Loss: 5.1676
Accuracy: 1.0
Iteration: 1869000
Loss: 3.0612
Accuracy: 1.0
Independent Test set: 0.9742
Iteration: 1869100
Loss: 6.23997
Accuracy: 0.96
Iteration: 1869200
Loss: 7.11593
Accuracy: 0.96
Iteration: 1869300
Loss: 8.25624
Accuracy: 0.96
Iteration: 1869400
Loss: 3.52665
Accuracy: 1.0
Iteration: 1869500
Loss: 4.47996
Accuracy: 1.0
Independent Test set: 0.9755
Iteration: 1869600
Loss: 8.64978
Accuracy: 0.96
Iteration: 1869700
Loss: 3.78484
Accuracy: 1.0
Iteration: 1869800
Loss: 5.70862
Accuracy: 0.96
Iteration: 1869900
Loss: 9.84259
Accuracy: 0.96
Iteration: 1870000
Loss: 3.68232
Accuracy: 1.0
Independent Test set: 0.9739
Iteration: 1870100
Loss: 7.85391
Accuracy: 1.0
Iteration: 1870200
Loss: 8.95498
Accuracy: 1.0
Iteration: 1870300
Loss: 9.16485
Accuracy: 0.96
Iteration: 1870400
Loss: 2.90461
Accuracy: 1.0
Iteration: 1870500
Loss: 5.12497
Accuracy: 1.0
Independent Test set: 0.9751
Iteration: 1870600
Loss: 6.5956
Accuracy: 0.96
Iteration: 1870700
Loss: 6.81612
Accuracy: 1.0
Iteration: 1870800
Loss: 8.03686
Accuracy: 1.0
Iteration: 1870900
Loss: 5.14212
Accuracy: 1.0
Iteration: 1871000
Loss: 2.52183
Accuracy: 1.0
Independent Test set: 0.9741
Iteration: 1871100
Loss: 4.96197
Accuracy: 1.0
Iteration: 1871200
Loss: 2.42141
Accuracy: 1.0
Iteration: 1871300
Loss: 6.13315
Accuracy: 1.0
Iteration: 1871400
Loss: 8.4792
Accuracy: 0.96
Iteration: 1871500
Loss: 27.9436
Accuracy: 0.92
Independent Test set: 0.9549
Iteration: 1871600
Loss: 5.90774
Accuracy: 1.0
Iteration: 1871700
Loss: 8.60276
Accuracy: 1.0
Iteration: 1871800
Loss: 6.27503
Accuracy: 0.96
Iteration: 1871900
Loss: 3.72087
Accuracy: 1.0
Iteration: 1872000
Loss: 8.87153
Accuracy: 1.0
Independent Test set: 0.9744
Iteration: 1872100
Loss: 4.19572
Accuracy: 1.0
Iteration: 1872200
Loss: 17.8574
Accuracy: 0.92
Iteration: 1872300
Loss: 8.85681
Accuracy: 0.96
Iteration: 1872400
Loss: 10.7112
Accuracy: 0.92
Iteration: 1872500
Loss: 6.79678
Accuracy: 1.0
Independent Test set: 0.9743
Iteration: 1872600
Loss: 8.27883
Accuracy: 1.0
Iteration: 1872700
Loss: 4.00248
Accuracy: 1.0
Iteration: 1872800
Loss: 4.28638
Accuracy: 1.0
Iteration: 1872900
Loss: 9.02893
Accuracy: 1.0
Iteration: 1873000
Loss: 3.13325
Accuracy: 1.0
Independent Test set: 0.9736
Iteration: 1873100
Loss: 3.55794
Accuracy: 1.0
Iteration: 1873200
Loss: 3.00921
Accuracy: 1.0
Iteration: 1873300
Loss: 10.8366
Accuracy: 0.96
Iteration: 1873400
Loss: 5.93709
Accuracy: 1.0
Iteration: 1873500
Loss: 3.59032
Accuracy: 1.0
Independent Test set: 0.9734
Iteration: 1873600
Loss: 6.45532
Accuracy: 1.0
Iteration: 1873700
Loss: 5.22993
Accuracy: 1.0
Iteration: 1873800
Loss: 6.48402
Accuracy: 0.96
Iteration: 1873900
Loss: 4.52382
Accuracy: 1.0
Iteration: 1874000
Loss: 9.66881
Accuracy: 1.0
Independent Test set: 0.9742
Iteration: 1874100
Loss: 1.61965
Accuracy: 1.0
Iteration: 1874200
Loss: 13.8092
Accuracy: 1.0
Iteration: 1874300
Loss: 9.02749
Accuracy: 0.96
Iteration: 1874400
Loss: 3.47971
Accuracy: 1.0
Iteration: 1874500
Loss: 10.91
Accuracy: 0.96
Independent Test set: 0.9732
Iteration: 1874600
Loss: 6.41931
Accuracy: 1.0
Iteration: 1874700
Loss: 4.63661
Accuracy: 1.0
Iteration: 1874800
Loss: 4.83174
Accuracy: 1.0
Iteration: 1874900
Loss: 6.71161
Accuracy: 1.0
Iteration: 1875000
Loss: 5.38598
Accuracy: 1.0
Independent Test set: 0.9712
Iteration: 1875100
Loss: 3.2066
Accuracy: 1.0
Iteration: 1875200
Loss: 5.3321
Accuracy: 1.0
Iteration: 1875300
Loss: 2.45852
Accuracy: 1.0
Iteration: 1875400
Loss: 8.76326
Accuracy: 0.92
Iteration: 1875500
Loss: 10.802
Accuracy: 0.96
Independent Test set: 0.9744
Iteration: 1875600
Loss: 3.68873
Accuracy: 1.0
Iteration: 1875700
Loss: 3.90414
Accuracy: 1.0
Iteration: 1875800
Loss: 6.03082
Accuracy: 1.0
Iteration: 1875900
Loss: 8.02211
Accuracy: 0.96
Iteration: 1876000
Loss: 6.04862
Accuracy: 0.96
Independent Test set: 0.9728
Iteration: 1876100
Loss: 3.99129
Accuracy: 1.0
Iteration: 1876200
Loss: 1.98804
Accuracy: 1.0
Iteration: 1876300
Loss: 7.43004
Accuracy: 0.96
Iteration: 1876400
Loss: 13.118
Accuracy: 0.92
Iteration: 1876500
Loss: 3.65595
Accuracy: 1.0
Independent Test set: 0.9744
Iteration: 1876600
Loss: 3.56462
Accuracy: 1.0
Iteration: 1876700
Loss: 10.785
Accuracy: 0.96
Iteration: 1876800
Loss: 5.31858
Accuracy: 1.0
Iteration: 1876900
Loss: 4.30501
Accuracy: 1.0
Iteration: 1877000
Loss: 5.94599
Accuracy: 1.0
Independent Test set: 0.9742
Iteration: 1877100
Loss: 5.49949
Accuracy: 1.0
Iteration: 1877200
Loss: 3.50854
Accuracy: 1.0
Iteration: 1877300
Loss: 9.703
Accuracy: 0.96
Iteration: 1877400
Loss: 1.98709
Accuracy: 1.0
Iteration: 1877500
Loss: 4.18847
Accuracy: 0.96
Independent Test set: 0.9749
Iteration: 1877600
Loss: 9.35584
Accuracy: 1.0
Iteration: 1877700
Loss: 5.16859
Accuracy: 1.0
Iteration: 1877800
Loss: 9.62561
Accuracy: 0.96
Iteration: 1877900
Loss: 8.80967
Accuracy: 0.96
Iteration: 1878000
Loss: 9.816
Accuracy: 0.96
Independent Test set: 0.9744
Iteration: 1878100
Loss: 6.88674
Accuracy: 0.96
Iteration: 1878200
Loss: 1.78069
Accuracy: 1.0
Iteration: 1878300
Loss: 13.4098
Accuracy: 0.92
Iteration: 1878400
Loss: 5.53614
Accuracy: 1.0
Iteration: 1878500
Loss: 10.8967
Accuracy: 0.92
Independent Test set: 0.9754
Iteration: 1878600
Loss: 2.03892
Accuracy: 1.0
Iteration: 1878700
Loss: 5.27378
Accuracy: 1.0
Iteration: 1878800
Loss: 6.54087
Accuracy: 1.0
Iteration: 1878900
Loss: 5.39803
Accuracy: 0.96
Iteration: 1879000
Loss: 8.81527
Accuracy: 1.0
Independent Test set: 0.9748
Iteration: 1879100
Loss: 5.8969
Accuracy: 1.0
Iteration: 1879200
Loss: 5.24305
Accuracy: 0.96
Iteration: 1879300
Loss: 10.2727
Accuracy: 0.96
Iteration: 1879400
Loss: 2.04379
Accuracy: 1.0
Iteration: 1879500
Loss: 1.58447
Accuracy: 1.0
Independent Test set: 0.9744
Iteration: 1879600
Loss: 3.06395
Accuracy: 1.0
Iteration: 1879700
Loss: 15.4895
Accuracy: 0.92
Iteration: 1879800
Loss: 3.39508
Accuracy: 1.0
Iteration: 1879900
Loss: 3.37004
Accuracy: 1.0
Iteration: 1880000
Loss: 9.41614
Accuracy: 1.0
Independent Test set: 0.975
Iteration: 1880100
Loss: 1.82727
Accuracy: 1.0
Iteration: 1880200
Loss: 4.69805
Accuracy: 1.0
Iteration: 1880300
Loss: 7.81603
Accuracy: 1.0
Iteration: 1880400
Loss: 1.39267
Accuracy: 1.0
Iteration: 1880500
Loss: 0.74229
Accuracy: 1.0
Independent Test set: 0.975
Iteration: 1880600
Loss: 5.37841
Accuracy: 1.0
Iteration: 1880700
Loss: 6.86062
Accuracy: 0.96
Iteration: 1880800
Loss: 5.74371
Accuracy: 0.96
Iteration: 1880900
Loss: 5.60905
Accuracy: 0.96
Iteration: 1881000
Loss: 4.60624
Accuracy: 0.96
Independent Test set: 0.9747
Iteration: 1881100
Loss: 12.1947
Accuracy: 0.92
Iteration: 1881200
Loss: 2.75219
Accuracy: 1.0
Iteration: 1881300
Loss: 4.86663
Accuracy: 1.0
Iteration: 1881400
Loss: 9.21524
Accuracy: 0.92
Iteration: 1881500
Loss: 10.5001
Accuracy: 0.96
Independent Test set: 0.9744
Iteration: 1881600
Loss: 6.28036
Accuracy: 1.0
Iteration: 1881700
Loss: 8.55713
Accuracy: 0.96
Iteration: 1881800
Loss: 1.86217
Accuracy: 1.0
Iteration: 1881900
Loss: 5.75437
Accuracy: 1.0
Iteration: 1882000
Loss: 11.443
Accuracy: 1.0
Independent Test set: 0.9747
Iteration: 1882100
Loss: 7.44619
Accuracy: 0.96
Iteration: 1882200
Loss: 6.06565
Accuracy: 0.96
Iteration: 1882300
Loss: 4.02363
Accuracy: 1.0
Iteration: 1882400
Loss: 7.9423
Accuracy: 0.96
Iteration: 1882500
Loss: 9.11527
Accuracy: 0.96
Independent Test set: 0.975
Iteration: 1882600
Loss: 5.69789
Accuracy: 0.96
Iteration: 1882700
Loss: 10.8227
Accuracy: 1.0
Iteration: 1882800
Loss: 7.75247
Accuracy: 1.0
Iteration: 1882900
Loss: 4.92056
Accuracy: 1.0
Iteration: 1883000
Loss: 3.17907
Accuracy: 1.0
Independent Test set: 0.9681
Iteration: 1883100
Loss: 13.0853
Accuracy: 0.96
Iteration: 1883200
Loss: 7.88477
Accuracy: 0.96
Iteration: 1883300
Loss: 3.21747
Accuracy: 1.0
Iteration: 1883400
Loss: 8.04029
Accuracy: 0.96
Iteration: 1883500
Loss: 11.0927
Accuracy: 0.96
Independent Test set: 0.9715
Iteration: 1883600
Loss: 9.71084
Accuracy: 0.96
Iteration: 1883700
Loss: 7.73499
Accuracy: 0.96
Iteration: 1883800
Loss: 8.29787
Accuracy: 0.96
Iteration: 1883900
Loss: 6.20836
Accuracy: 1.0
Iteration: 1884000
Loss: 6.38563
Accuracy: 1.0
Independent Test set: 0.9749
Iteration: 1884100
Loss: 5.32031
Accuracy: 1.0
Iteration: 1884200
Loss: 2.82236
Accuracy: 1.0
Iteration: 1884300
Loss: 4.33128
Accuracy: 1.0
Iteration: 1884400
Loss: 8.35808
Accuracy: 0.96
Iteration: 1884500
Loss: 2.97304
Accuracy: 1.0
Independent Test set: 0.9731
Iteration: 1884600
Loss: 9.98726
Accuracy: 0.96
Iteration: 1884700
Loss: 12.8118
Accuracy: 0.92
Iteration: 1884800
Loss: 3.29238
Accuracy: 1.0
Iteration: 1884900
Loss: 7.48735
Accuracy: 1.0
Iteration: 1885000
Loss: 4.32804
Accuracy: 1.0
Independent Test set: 0.9738
Iteration: 1885100
Loss: 9.88901
Accuracy: 0.96
Iteration: 1885200
Loss: 5.35084
Accuracy: 1.0
Iteration: 1885300
Loss: 5.33393
Accuracy: 1.0
Iteration: 1885400
Loss: 12.0195
Accuracy: 0.96
Iteration: 1885500
Loss: 8.10679
Accuracy: 0.96
Independent Test set: 0.9741
Iteration: 1885600
Loss: 10.7527
Accuracy: 0.96
Iteration: 1885700
Loss: 2.79307
Accuracy: 1.0
Iteration: 1885800
Loss: 5.97008
Accuracy: 1.0
Iteration: 1885900
Loss: 11.9567
Accuracy: 0.96
Iteration: 1886000
Loss: 7.35032
Accuracy: 0.96
Independent Test set: 0.9747
Iteration: 1886100
Loss: 3.24943
Accuracy: 1.0
Iteration: 1886200
Loss: 4.89297
Accuracy: 1.0
Iteration: 1886300
Loss: 9.54166
Accuracy: 0.96
Iteration: 1886400
Loss: 3.98264
Accuracy: 1.0
Iteration: 1886500
Loss: 10.0141
Accuracy: 0.92
Independent Test set: 0.9738
Iteration: 1886600
Loss: 7.84285
Accuracy: 1.0
Iteration: 1886700
Loss: 5.02659
Accuracy: 1.0
Iteration: 1886800
Loss: 3.81684
Accuracy: 1.0
Iteration: 1886900
Loss: 7.22594
Accuracy: 0.96
Iteration: 1887000
Loss: 5.41559
Accuracy: 1.0
Independent Test set: 0.9736
Iteration: 1887100
Loss: 6.61729
Accuracy: 1.0
Iteration: 1887200
Loss: 3.86543
Accuracy: 1.0
Iteration: 1887300
Loss: 3.92417
Accuracy: 1.0
Iteration: 1887400
Loss: 2.46575
Accuracy: 1.0
Iteration: 1887500
Loss: 1.68787
Accuracy: 1.0
Independent Test set: 0.9739
Iteration: 1887600
Loss: 8.50961
Accuracy: 0.96
Iteration: 1887700
Loss: 1.1857
Accuracy: 1.0
Iteration: 1887800
Loss: 2.30153
Accuracy: 1.0
Iteration: 1887900
Loss: 8.75905
Accuracy: 1.0
Iteration: 1888000
Loss: 3.15429
Accuracy: 1.0
Independent Test set: 0.9736
Iteration: 1888100
Loss: 6.46325
Accuracy: 0.96
Iteration: 1888200
Loss: 4.30897
Accuracy: 1.0
Iteration: 1888300
