7,2.34599,0.820888,,Data Point,Avg Dist -1,Avg Dist +1
0,1.22392,1.5952,,,,
8,0.908516,1.637,,,,
6,0.297732,2.69315,,,,
7,1.86267,0.9277,,,,
3,2.4517,0.965708,,,,
6,0.649926,2.38805,,,,
4,1.80808,0.866198,,,,
9,2.14592,0.801128,,,,
4,1.53559,1.22944,,,,
6,0.427317,2.27375,,,,
6,0.652553,2.33076,,,,
3,1.43886,1.40516,,,,
2,1.27978,1.76072,,,,
4,1.58869,1.43041,,,,
1,1.23868,1.93679,,,,
0,0.907114,1.76777,,,,
1,1.12621,1.70904,,,,
4,1.53179,1.26668,,,,
6,0.420247,2.48305,,,,
2,1.25136,1.5427,,,,
9,1.65996,1.08766,,,,
1,1.00493,1.65589,,,,
1,1.58511,1.58117,,,,
0,1.82114,1.16427,,,,
6,0.280316,2.66801,,,,
3,2.28054,1.07114,,,,
9,2.26728,0.874622,,,,
5,2.01734,1.15974,,,,
6,0.30204,2.59936,,,,
5,1.71607,1.16895,,,,
6,0.372469,2.54181,,,,
5,1.94993,1.53005,,,,
8,1.58562,1.20953,,,,
4,1.19961,1.58317,,,,
6,0.545874,2.37648,,,,
4,1.81342,1.06823,,,,
3,1.97211,1.3323,,,,
9,1.68462,1.05373,,,,
1,0.727886,2.20314,,,,
3,2.08214,1.36091,,,,
4,1.53868,1.234,,,,
1,0.886122,2.09611,,,,
9,2.25922,0.9297,,,,
1,0.804277,2.01272,,,,
7,1.95049,1.50421,,,,
1,0.806814,2.26706,,,,
1,1.18956,1.5521,,,,
9,1.847,0.982352,,,,
3,1.61521,1.41043,,,,
5,1.87257,1.09644,,,,
4,1.94966,1.35302,,,,
0,1.64842,1.15147,,,,
7,1.90261,1.13684,,,,
3,1.14654,1.54065,,,,
6,0.319603,2.69038,,,,
1,1.31349,1.89995,,,,
7,1.57746,1.24292,,,,
5,1.25229,1.34092,,,,
5,1.56271,1.38835,,,,
3,1.74077,1.4728,,,,
3,2.20147,1.4315,,,,
0,1.09503,1.78295,,,,
1,0.93993,2.08383,,,,
5,1.60628,1.68913,,,,
7,2.21005,0.832088,,,,
5,0.849119,1.7935,,,,
8,1.18516,1.5812,,,,
6,0.408328,2.50071,,,,
5,0.963319,1.83114,,,,
1,1.06677,1.96832,,,,
0,1.11233,1.62695,,,,
4,0.802322,2.00148,,,,
2,1.39525,1.4773,,,,
3,2.07788,1.37512,,,,
4,1.3517,1.26064,,,,
6,0.411111,2.63397,,,,
7,1.52165,1.26357,,,,
9,1.85601,1.06742,,,,
8,0.902698,1.53429,,,,
1,0.898504,1.98064,,,,
8,0.676839,2.00382,,,,
4,1.67635,1.26729,,,,
9,1.87511,0.910803,,,,
2,1.36137,1.43572,,,,
8,1.2907,1.28003,,,,
6,0.644678,2.11897,,,,
2,1.64999,1.20155,,,,
7,2.15669,1.0692,,,,
0,1.00704,1.9301,,,,
0,1.15686,1.66306,,,,
6,0.313111,2.74611,,,,
7,1.82564,1.3972,,,,
5,1.39097,1.53971,,,,
8,1.27592,1.34691,,,,
6,0.358331,2.53565,,,,
0,0.920375,1.85018,,,,
9,1.70197,1.09324,,,,
3,1.27546,1.50623,,,,
7,1.48016,1.13896,,,,
1,1.17725,1.79882,,,,
3,1.9329,1.45857,,,,
5,1.41354,1.49817,,,,
4,1.20937,1.34785,,,,
3,1.07668,1.52229,,,,
3,1.9595,1.10583,,,,
5,1.42157,1.33983,,,,
5,1.37675,1.76289,,,,
6,0.305795,2.67654,,,,
3,2.4091,1.06928,,,,
0,0.662088,2.02821,,,,
2,1.02955,1.74033,,,,
3,1.58208,1.49066,,,,
4,1.52816,1.32599,,,,
2,1.27311,1.66836,,,,
3,2.41502,0.846344,,,,
0,0.945165,1.90694,,,,
9,2.25247,0.852419,,,,
9,1.84318,1.07144,,,,
4,1.91787,1.38613,,,,
7,1.84388,0.99856,,,,
2,0.976803,1.68604,,,,
8,0.960647,1.56902,,,,
4,1.88449,0.962223,,,,
7,2.57872,0.57474,,,,
0,0.803526,1.9954,,,,
6,0.284187,2.59989,,,,
2,0.978728,1.63185,,,,
8,1.16639,1.68376,,,,
5,1.66682,1.44815,,,,
2,1.15571,1.68916,,,,
8,0.957653,1.94946,,,,
5,2.0449,1.11697,,,,
7,1.98119,0.8554,,,,
3,1.48551,1.21869,,,,
0,2.17016,1.14948,,,,
8,0.89331,1.7911,,,,
2,0.841631,1.90764,,,,
3,1.64349,1.13073,,,,
2,1.66175,1.84356,,,,
8,1.08233,1.41529,,,,
2,1.46111,1.21883,,,,
5,1.22405,1.67564,,,,
5,1.54192,1.498,,,,
7,2.24744,0.918382,,,,
6,0.417811,2.43081,,,,
4,0.934297,1.66544,,,,
6,1.04103,1.67322,,,,
8,0.863406,1.91431,,,,
4,1.23364,1.36689,,,,
8,0.737764,1.87517,,,,
2,1.51488,1.19604,,,,
7,2.22598,0.79358,,,,
4,1.71149,1.11821,,,,
5,1.23547,1.68324,,,,
2,1.3226,1.50734,,,,
0,0.58774,2.13523,,,,
3,3.16185,0.720842,,,,
9,1.20525,1.57406,,,,
4,1.77883,1.03052,,,,
6,0.368289,2.53728,,,,
7,1.46519,1.18101,,,,
2,1.30276,1.6735,,,,
5,1.62072,1.49471,,,,
6,0.431525,2.44222,,,,
1,1.00082,1.88447,,,,
1,0.816167,2.24385,,,,
2,1.62722,1.30112,,,,
3,1.5641,1.78019,,,,
6,0.497622,2.64471,,,,
7,2.30843,0.930211,,,,
8,0.99272,1.69944,,,,
7,2.00881,0.941261,,,,
6,0.638776,2.12796,,,,
4,1.06175,1.69858,,,,
8,1.32678,1.23434,,,,
9,1.91185,0.78746,,,,
4,1.93478,0.898474,,,,
8,1.84161,1.02037,,,,
6,0.366131,2.58777,,,,
3,1.57572,1.60899,,,,
8,1.2822,1.33532,,,,
3,0.974425,1.61517,,,,
1,0.590611,2.25621,,,,
0,0.512421,2.2473,,,,
6,0.448591,2.49376,,,,
2,1.4036,1.50196,,,,
2,1.50985,1.36672,,,,
5,1.66022,1.29838,,,,
6,0.509951,2.44876,,,,
9,2.29482,0.779601,,,,
5,1.04391,1.43611,,,,
8,0.971892,1.59361,,,,
1,0.859241,2.31577,,,,
4,1.36908,1.48926,,,,
1,0.995104,1.72015,,,,
7,1.84481,0.896612,,,,
8,1.36502,1.41971,,,,
4,1.74938,0.916698,,,,
6,0.494816,2.45759,,,,
1,0.908668,1.95935,,,,
8,1.16884,1.41535,,,,
4,1.69243,1.16742,,,,
3,1.53367,1.41243,,,,
1,1.06503,1.81345,,,,
2,1.28967,1.57003,,,,
8,1.18096,1.59778,,,,
0,0.74003,1.9558,,,,
8,1.10936,1.56052,,,,
5,0.95443,1.96439,,,,
9,2.12001,0.777022,,,,
1,1.36682,1.46561,,,,
4,1.25965,1.42511,,,,
2,1.32538,1.74099,,,,
0,1.11439,1.52854,,,,
2,1.04894,1.70102,,,,
7,2.25137,0.910966,,,,
0,1.175,1.41772,,,,
9,1.46325,1.44773,,,,
0,1.12735,1.6315,,,,
2,1.4527,1.64808,,,,
5,1.27704,1.43517,,,,
7,1.70374,1.32627,,,,
6,0.363475,2.50932,,,,
7,1.278,1.53663,,,,
9,2.12379,0.915296,,,,
4,0.850873,1.93485,,,,
2,1.21832,1.40938,,,,
6,0.522299,2.03565,,,,
2,1.28332,2.07516,,,,
4,1.24611,1.47575,,,,
4,1.98937,1.25155,,,,
8,0.92414,1.76878,,,,
0,1.18498,1.48885,,,,
4,1.26992,1.43058,,,,
4,1.53719,1.37724,,,,
5,1.71124,1.57951,,,,
8,1.10275,1.35237,,,,
0,0.716117,2.01311,,,,
6,0.335079,2.54312,,,,
8,1.28948,1.18274,,,,
9,2.54114,0.7291,,,,
8,1.53911,1.11464,,,,
5,1.1555,1.72679,,,,
6,0.486012,2.54097,,,,
9,2.41532,0.830834,,,,
0,0.864904,1.86383,,,,
4,1.54611,1.17192,,,,
8,1.19981,1.3948,,,,
7,2.41539,0.796295,,,,
1,0.973861,1.77922,,,,
3,1.91166,1.67612,,,,
4,1.90078,0.941617,,,,
5,0.714725,1.99648,,,,
8,1.52251,1.26363,,,,
0,1.00285,1.72133,,,,
9,2.65047,0.633701,,,,
1,0.729761,2.26079,,,,
3,1.68917,1.22502,,,,
3,2.15747,1.5248,,,,
6,0.305317,2.77793,,,,
9,1.85685,0.888397,,,,
8,1.39199,1.21625,,,,
7,2.37697,0.739809,,,,
1,0.581992,2.15618,,,,
0,0.7457,1.83007,,,,
5,0.822658,1.89604,,,,
7,1.91399,0.812231,,,,
1,0.873901,2.17933,,,,
7,2.38963,1.07803,,,,
5,0.934324,1.93113,,,,
2,1.59372,1.47253,,,,
7,1.79168,1.23286,,,,
9,1.96272,1.00309,,,,
1,0.541488,2.54603,,,,
8,0.823828,1.88944,,,,
5,1.18862,1.49316,,,,
2,1.44086,1.36725,,,,
4,1.55358,1.18241,,,,
9,2.11727,1.14272,,,,
4,0.956421,1.72818,,,,
7,1.97375,1.30921,,,,
2,1.28367,1.50351,,,,
2,1.64554,1.51019,,,,
3,1.48266,1.11429,,,,
4,1.62018,1.4338,,,,
9,1.94415,1.06842,,,,
1,0.689208,2.07358,,,,
9,2.30571,0.745983,,,,
2,1.48548,1.26713,,,,
1,0.874217,1.85094,,,,
7,2.2857,0.909062,,,,
9,1.98606,0.937412,,,,
4,1.32501,1.33888,,,,
4,1.33368,1.40162,,,,
1,1.35885,1.49518,,,,
6,0.246666,2.75632,,,,
7,1.85157,1.10438,,,,
2,1.29685,1.42464,,,,
7,2.24948,0.962003,,,,
8,1.29414,1.39412,,,,
8,1.11277,1.68066,,,,
1,0.699187,2.11751,,,,
9,1.76282,0.96857,,,,
7,1.99944,0.934454,,,,
1,0.961236,2.05293,,,,
1,0.876426,2.03753,,,,
7,2.69469,0.998361,,,,
5,1.27906,1.73419,,,,
3,1.0957,1.69248,,,,
3,1.00662,1.66495,,,,
5,0.847062,2.01442,,,,
1,0.886747,2.20643,,,,
3,2.04327,1.27127,,,,
7,1.77843,1.00538,,,,
6,0.40132,2.42775,,,,
1,1.01881,2.07896,,,,
3,1.79393,1.47072,,,,
8,0.841391,1.74974,,,,
7,1.92008,1.1385,,,,
5,2.06097,1.03805,,,,
9,2.25975,0.794705,,,,
9,0.484128,2.21573,,,,
0,1.37457,1.35561,,,,
0,1.06661,1.74334,,,,
2,1.15526,1.73095,,,,
8,0.55411,2.16754,,,,
8,0.835235,1.72191,,,,
2,1.51666,1.16415,,,,
3,2.09077,1.18093,,,,
7,2.62238,0.950648,,,,
1,0.999407,1.86694,,,,
3,1.90552,1.3291,,,,
0,0.691607,2.04973,,,,
3,1.08813,1.69834,,,,
4,1.65973,1.07153,,,,
4,1.74548,1.04226,,,,
3,1.59375,1.2154,,,,
8,1.15143,1.75805,,,,
9,2.22299,0.891836,,,,
2,1.24627,1.58798,,,,
3,1.49789,1.68043,,,,
9,2.3852,0.76925,,,,
7,1.41593,1.35567,,,,
1,0.947306,2.16605,,,,
1,1.09571,1.95411,,,,
7,2.05571,1.06983,,,,
0,0.616107,2.21612,,,,
4,0.938036,1.69066,,,,
9,1.76214,1.28214,,,,
6,0.347748,2.68371,,,,
5,0.991739,1.79391,,,,
9,2.16239,0.770708,,,,
1,1.2677,1.92263,,,,
7,3.32388,1.05082,,,,
0,1.16728,1.55549,,,,
2,1.76029,0.977091,,,,
0,1.31693,1.64481,,,,
0,1.41222,1.45885,,,,
4,1.84468,1.22229,,,,
6,0.319273,2.72517,,,,
7,2.43328,0.773121,,,,
0,0.899594,1.75965,,,,
7,1.74025,1.00763,,,,
1,1.29594,1.95779,,,,
4,1.9413,1.13793,,,,
6,0.516742,2.61845,,,,
4,1.55786,1.11532,,,,
5,0.925018,1.6837,,,,
4,1.27752,1.34289,,,,
9,2.76903,0.64098,,,,
9,2.06285,0.824356,,,,
1,1.30273,1.48083,,,,
7,2.25632,1.0561,,,,
9,1.4621,1.06901,,,,
5,1.337,1.60307,,,,
3,1.80864,1.67008,,,,
3,2.53989,1.06394,,,,
8,1.31416,1.18829,,,,
2,0.954996,1.69246,,,,
3,1.98365,1.54289,,,,
6,0.356685,2.58477,,,,
2,1.12227,1.86546,,,,
2,1.32039,1.51055,,,,
1,0.470288,2.49194,,,,
1,1.04642,2.15702,,,,
1,0.650741,2.39272,,,,
1,0.883198,2.03122,,,,
1,0.670887,2.23641,,,,
6,0.260719,2.77957,,,,
9,2.09018,1.07976,,,,
8,1.31974,1.42031,,,,
4,1.43335,1.19372,,,,
3,2.01913,1.39765,,,,
7,1.64245,1.28804,,,,
1,0.96252,2.01524,,,,
6,0.32342,2.60016,,,,
4,1.87787,1.07009,,,,
5,1.69672,1.15544,,,,
0,1.1128,1.59626,,,,
4,1.8671,1.08611,,,,
7,1.88496,0.941859,,,,
4,1.39725,1.1807,,,,
2,1.35053,1.57269,,,,
4,2.0631,1.12439,,,,
0,1.08166,1.78304,,,,
7,2.01824,0.929591,,,,
0,1.34982,1.55825,,,,
1,0.887975,2.24494,,,,
9,1.72268,1.09613,,,,
8,2.10664,0.869445,,,,
8,1.63173,1.17333,,,,
6,0.222238,2.92314,,,,
0,1.05574,1.3757,,,,
0,0.742667,1.97518,,,,
4,1.68225,1.07552,,,,
9,1.51703,1.50438,,,,
6,0.439456,2.32978,,,,
8,1.41843,1.55094,,,,
2,1.29566,1.52598,,,,
2,1.39425,1.75931,,,,
3,1.64679,1.10143,,,,
8,0.917701,1.81655,,,,
4,1.52405,1.03872,,,,
8,0.703672,1.96826,,,,
2,1.22839,1.80348,,,,
2,1.60671,1.31903,,,,
1,1.25075,1.87398,,,,
7,2.32268,0.729197,,,,
5,2.00288,1.37571,,,,
4,1.40259,1.31638,,,,
4,1.76568,1.14433,,,,
0,1.07043,1.47256,,,,
4,1.4238,1.39547,,,,
3,1.50814,1.40562,,,,
9,1.08097,1.47775,,,,
7,1.88039,1.07197,,,,
3,1.6074,1.32746,,,,
1,1.28671,1.56051,,,,
0,1.04766,1.44449,,,,
1,1.08434,2.13341,,,,
2,1.5881,1.3649,,,,
5,0.64439,2.13799,,,,
9,1.53292,1.32443,,,,
2,0.952611,1.69034,,,,
1,0.810727,2.54128,,,,
0,0.428513,2.36768,,,,
1,0.844304,2.06307,,,,
8,0.971716,1.65595,,,,
9,2.05517,0.801049,,,,
1,1.2691,1.77892,,,,
6,0.549862,2.05836,,,,
8,1.50972,1.14907,,,,
3,2.60654,1.17178,,,,
8,1.40008,1.09442,,,,
9,1.59655,1.10251,,,,
3,2.51012,1.182,,,,
6,0.285696,2.76045,,,,
2,1.62148,1.38451,,,,
8,1.10601,1.75534,,,,
3,2.05777,1.09754,,,,
2,1.13932,1.63916,,,,
2,1.73533,1.29406,,,,
1,1.67676,1.60062,,,,
0,0.766725,1.88868,,,,
4,1.11172,1.6807,,,,
2,1.22066,1.8154,,,,
9,2.03479,1.03092,,,,
2,1.38294,1.72931,,,,
4,1.50147,1.17292,,,,
3,1.74796,1.03496,,,,
7,1.78543,1.03849,,,,
9,2.14284,0.859548,,,,
1,0.776983,2.43625,,,,
5,1.24158,1.35221,,,,
2,1.29244,1.63743,,,,
4,2.09189,1.17657,,,,
9,2.05532,0.907627,,,,
0,1.35766,1.47108,,,,
3,1.10541,1.52381,,,,
8,1.45327,1.25776,,,,
5,1.47197,1.54177,,,,
3,2.31123,0.977803,,,,
6,0.881598,2.0318,,,,
0,0.421771,2.36463,,,,
9,1.73584,1.10767,,,,
4,1.67406,1.17122,,,,
6,0.250697,2.78118,,,,
2,1.37718,1.21537,,,,
5,1.33808,1.58822,,,,
0,0.708586,1.99657,,,,
2,0.782094,2.00945,,,,
7,1.80645,1.11699,,,,
4,1.64621,1.10073,,,,
6,0.251717,2.77661,,,,
6,0.766132,2.11568,,,,
8,1.507,1.31977,,,,
6,0.628687,2.20476,,,,
6,0.251928,2.69266,,,,
8,1.62888,1.19658,,,,
6,0.782465,2.22797,,,,
9,2.54035,0.839339,,,,
1,1.4091,1.68533,,,,
7,1.86475,1.08214,,,,
2,1.21943,1.56069,,,,
5,1.16772,1.54954,,,,
9,2.12774,0.79624,,,,
9,1.7514,1.0019,,,,
0,1.07441,1.47951,,,,
7,1.5892,1.1741,,,,
2,1.10434,1.67973,,,,
7,1.39616,1.12155,,,,
6,0.172043,2.96049,,,,
7,1.77521,0.998847,,,,
0,1.56593,1.6827,,,,
6,0.384099,2.61718,,,,
5,1.79303,1.29948,,,,
2,1.28109,1.35383,,,,
4,1.50583,1.13194,,,,
7,1.84943,0.952175,,,,
2,1.55493,1.1482,,,,
0,1.09815,1.65293,,,,
9,1.91324,0.884827,,,,
9,2.35513,0.73871,,,,
2,1.1339,1.73323,,,,
2,1.74784,1.13385,,,,
9,2.35374,0.771482,,,,
4,2.02076,1.11818,,,,
4,1.94258,0.924824,,,,
2,1.46153,1.64224,,,,
3,2.57782,1.05674,,,,
3,1.72033,1.31873,,,,
2,1.35705,1.52943,,,,
1,0.933833,2.04333,,,,
7,1.89778,1.15406,,,,
0,0.646267,2.18039,,,,
7,1.60877,1.1494,,,,
6,0.301098,2.56381,,,,
4,1.54765,1.20325,,,,
1,0.603824,2.22723,,,,
3,1.2484,1.58334,,,,
8,1.37147,1.1834,,,,
7,1.86422,1.02706,,,,
4,1.23476,1.50141,,,,
5,0.673188,2.2019,,,,
9,1.79176,1.14429,,,,
2,1.35982,1.88984,,,,
5,1.26359,1.56703,,,,
1,0.833741,2.25664,,,,
8,0.843023,1.83783,,,,
7,1.70284,0.928731,,,,
3,1.69136,1.18008,,,,
7,1.49153,1.10568,,,,
1,0.675353,2.17171,,,,
5,1.63945,1.28801,,,,
5,1.34207,1.51665,,,,
0,1.21721,1.79303,,,,
9,2.02934,0.896107,,,,
1,0.618321,2.2402,,,,
4,1.13303,1.56655,,,,
0,0.876721,1.69302,,,,
6,0.363131,2.63995,,,,
3,2.06456,1.35637,,,,
3,2.20227,1.15086,,,,
6,0.584697,2.4058,,,,
0,0.811173,2.10567,,,,
4,1.61101,1.28936,,,,
9,2.10258,0.784784,,,,
7,1.99343,1.08128,,,,
5,1.25064,1.55986,,,,
1,0.857806,2.31346,,,,
6,0.419171,2.43662,,,,
8,1.13804,1.69829,,,,
9,2.02405,0.843871,,,,
5,1.63231,1.31902,,,,
5,1.46126,1.69634,,,,
7,2.48016,0.908587,,,,
9,1.80811,0.897083,,,,
3,2.26951,0.882273,,,,
8,1.02279,1.60013,,,,
3,1.50187,1.33493,,,,
8,1.42943,1.18251,,,,
1,0.734531,2.24136,,,,
5,1.23373,1.61103,,,,
3,2.55747,1.18063,,,,
5,1.33472,1.49406,,,,
0,1.04533,1.67454,,,,
5,1.47248,1.63334,,,,
5,1.34541,1.61431,,,,
3,1.55984,1.69384,,,,
8,1.55074,1.33771,,,,
6,0.433351,2.42859,,,,
7,1.71314,1.16721,,,,
7,2.35386,1.26616,,,,
7,2.10824,1.08454,,,,
3,1.56568,1.4361,,,,
7,2.15283,0.818513,,,,
0,1.30741,1.58269,,,,
5,1.24613,1.64304,,,,
9,1.68746,0.985832,,,,
0,1.29926,1.70644,,,,
2,1.39314,1.45925,,,,
5,1.78123,1.04561,,,,
5,1.89124,0.978071,,,,
3,2.47446,1.24109,,,,
1,1.04764,2.03216,,,,
7,1.84333,1.00594,,,,
7,1.16059,1.46377,,,,
8,1.22247,1.31003,,,,
6,0.358441,2.43829,,,,
5,1.91535,1.16939,,,,
9,1.95188,0.905927,,,,
3,2.14864,1.33143,,,,
8,0.970658,1.67452,,,,
9,2.45691,0.619326,,,,
5,1.44956,1.3282,,,,
3,2.39321,0.875364,,,,
7,2.21555,0.902327,,,,
9,2.20498,0.894703,,,,
1,1.18579,1.97081,,,,
7,2.03084,0.964134,,,,
0,0.927885,1.9078,,,,
0,1.34207,1.28484,,,,
3,1.42977,1.31157,,,,
7,2.19181,0.904085,,,,
2,1.40891,1.39992,,,,
5,1.85358,1.15882,,,,
8,0.958124,1.60498,,,,
1,1.24421,1.86226,,,,
8,1.71312,1.14969,,,,
6,0.418468,2.39189,,,,
2,1.60403,1.36915,,,,
9,2.14106,0.879403,,,,
5,1.7058,1.56793,,,,
7,1.76977,0.996221,,,,
5,0.777829,1.80952,,,,
7,1.59469,1.38664,,,,
8,1.83985,1.20232,,,,
6,0.810389,2.11182,,,,
2,0.994897,1.7409,,,,
5,1.28197,1.82409,,,,
1,1.13976,1.83992,,,,
4,1.73287,1.11696,,,,
8,1.0401,1.47534,,,,
4,1.82996,1.18786,,,,
5,1.89228,1.61741,,,,
8,1.53043,1.3687,,,,
3,1.8563,1.45126,,,,
0,1.02567,1.68536,,,,
6,0.283954,2.6906,,,,
2,1.09075,1.66462,,,,
7,2.18696,1.23575,,,,
3,2.58394,0.991985,,,,
3,1.73976,1.10038,,,,
2,1.23512,1.63209,,,,
1,0.803189,2.32219,,,,
0,0.849818,1.9842,,,,
7,2.72452,0.920947,,,,
3,2.2766,1.15344,,,,
4,1.64696,1.12215,,,,
0,0.62876,2.19202,,,,
3,2.51178,1.26231,,,,
9,2.08356,0.821111,,,,
3,1.87378,1.20683,,,,
2,1.25722,1.47876,,,,
8,1.22425,1.51758,,,,
9,1.95574,0.77615,,,,
0,0.756413,1.97967,,,,
3,1.94832,1.4878,,,,
8,1.49163,1.23017,,,,
0,0.805831,1.71441,,,,
7,1.6289,0.962657,,,,
6,0.650908,2.21739,,,,
5,1.15417,1.95809,,,,
4,1.26435,1.36755,,,,
7,2.35334,1.02726,,,,
3,1.82943,1.43158,,,,
9,2.12349,0.80361,,,,
0,1.06118,1.82316,,,,
8,1.22791,1.52133,,,,
6,0.6369,2.0518,,,,
2,1.29898,1.64056,,,,
5,1.58112,1.62064,,,,
6,0.808036,2.06527,,,,
1,0.657317,2.17767,,,,
0,1.26753,1.3301,,,,
0,0.774114,1.80159,,,,
4,1.35616,1.5637,,,,
4,1.20993,1.3279,,,,
0,1.30873,1.1704,,,,
1,0.556994,2.44105,,,,
2,0.651981,2.08912,,,,
3,2.05925,1.33433,,,,
2,1.20784,1.75042,,,,
7,2.50905,0.973705,,,,
7,2.80378,1.00903,,,,
8,0.996755,1.81344,,,,
5,1.20407,1.81642,,,,
2,1.38189,1.38144,,,,
5,1.38316,1.2174,,,,
7,1.5966,1.33638,,,,
6,0.234415,2.79986,,,,
9,1.93543,0.894159,,,,
1,0.973294,1.99445,,,,
4,0.979402,1.74564,,,,
1,0.832881,2.15026,,,,
6,0.284893,2.71142,,,,
4,1.6001,1.23759,,,,
2,1.23262,1.80939,,,,
4,1.41925,1.14208,,,,
3,1.97647,1.27366,,,,
5,1.86507,1.31798,,,,
4,1.24356,1.52862,,,,
3,1.48431,1.60548,,,,
9,2.27471,0.939589,,,,
5,1.49679,1.14747,,,,
0,1.29921,1.36711,,,,
1,0.975805,2.03924,,,,
5,0.801888,1.83902,,,,
3,2.01703,1.32428,,,,
8,1.53184,1.3301,,,,
9,2.20804,0.922834,,,,
1,0.56755,2.36522,,,,
9,2.13109,0.888142,,,,
7,1.10991,1.63874,,,,
9,2.50866,0.646153,,,,
5,1.80153,1.09702,,,,
5,1.3711,1.7633,,,,
2,0.597476,1.88851,,,,
7,2.38056,0.926088,,,,
4,1.7998,1.08234,,,,
6,0.469219,2.37562,,,,
0,1.2658,1.60037,,,,
1,1.41047,1.78922,,,,
1,0.972832,1.78664,,,,
1,1.18668,2.30466,,,,
0,0.747786,2.07118,,,,
4,1.26615,1.38257,,,,
4,1.80784,1.09533,,,,
7,1.58075,1.26115,,,,
6,0.686926,2.29308,,,,
3,1.33049,1.3801,,,,
0,1.22369,1.44777,,,,
0,0.789222,1.84586,,,,
4,1.97995,0.875602,,,,
3,1.0213,1.50438,,,,
0,1.07933,1.54051,,,,
6,0.400985,2.57592,,,,
1,0.721043,2.21579,,,,
9,1.4824,1.34735,,,,
6,0.352467,2.57842,,,,
1,1.04205,2.14051,,,,
3,1.05877,1.65776,,,,
8,1.37261,1.36705,,,,
1,0.66688,2.18213,,,,
2,1.34881,1.58554,,,,
5,0.773207,1.98099,,,,
6,0.575201,2.50402,,,,
2,1.64242,1.26009,,,,
7,2.15687,1.30271,,,,
3,1.94846,1.25761,,,,
6,0.480319,2.44314,,,,
0,1.089,1.56562,,,,
1,0.695497,2.25665,,,,
9,1.89776,0.915052,,,,
7,1.89354,0.991335,,,,
6,0.302525,2.73681,,,,
6,0.635536,2.2752,,,,
8,1.3193,1.36992,,,,
9,2.35523,0.935415,,,,
2,1.35569,1.58965,,,,
9,2.71924,0.606616,,,,
5,1.2593,1.49513,,,,
8,1.77762,0.989917,,,,
3,1.37398,1.52753,,,,
1,1.18907,1.6783,,,,
0,0.803143,2.13368,,,,
0,0.937704,1.62183,,,,
7,2.38967,0.789763,,,,
6,0.557622,2.17972,,,,
6,0.302541,2.69429,,,,
2,1.26894,1.7988,,,,
1,0.444822,2.34728,,,,
6,0.604939,2.4698,,,,
9,2.20725,0.843926,,,,
3,2.88479,1.22775,,,,
1,0.813342,2.27375,,,,
8,1.33273,1.1213,,,,
6,0.417821,2.56251,,,,
9,1.809,1.05121,,,,
0,0.655375,2.1786,,,,
6,0.426581,2.52207,,,,
0,0.901069,1.76654,,,,
0,1.09823,1.77088,,,,
0,0.589873,2.16931,,,,
6,0.300928,2.77132,,,,
3,2.2228,1.3149,,,,
5,2.57803,1.15301,,,,
9,2.05524,0.959865,,,,
3,1.17175,1.70455,,,,
4,2.06486,1.07055,,,,
5,1.18583,1.87203,,,,
5,1.11993,1.48933,,,,
8,1.52238,1.24106,,,,
5,1.03325,1.66202,,,,
3,2.04266,1.24121,,,,
0,0.609736,2.05596,,,,
4,0.938553,1.79496,,,,
0,1.36008,1.37856,,,,
2,1.59972,1.28725,,,,
9,1.89381,0.848875,,,,
6,0.372809,2.46724,,,,
8,1.40226,1.23356,,,,
2,1.45284,1.48434,,,,
3,1.87999,1.04828,,,,
1,0.932789,2.33731,,,,
2,1.24982,1.43169,,,,
1,0.833551,2.19917,,,,
1,0.623811,2.10985,,,,
5,2.0513,0.971619,,,,
6,0.348961,2.59235,,,,
9,2.66125,0.650329,,,,
8,0.670952,2.06467,,,,
0,1.16778,1.44105,,,,
6,0.26113,2.77763,,,,
6,0.43364,2.37258,,,,
5,1.85664,1.06357,,,,
5,2.13912,1.31386,,,,
3,1.06821,1.54501,,,,
8,1.19031,1.24839,,,,
6,0.260508,2.70364,,,,
2,1.28957,1.76056,,,,
1,1.39673,1.44373,,,,
4,2.06205,0.875408,,,,
5,1.20361,1.68911,,,,
4,1.54488,1.32341,,,,
3,2.06822,1.14294,,,,
7,1.91168,0.896724,,,,
8,1.11216,1.57897,,,,
5,0.902001,1.6736,,,,
0,1.17403,1.74322,,,,
9,1.6936,0.964141,,,,
3,1.99178,1.49276,,,,
5,1.49616,1.25431,,,,
1,0.828914,1.96454,,,,
1,0.609426,2.32853,,,,
0,0.753024,2.0382,,,,
4,1.69006,1.22509,,,,
4,1.86348,1.07021,,,,
7,2.42871,0.956209,,,,
0,0.620879,1.99939,,,,
1,1.35471,1.77267,,,,
7,1.80078,1.21639,,,,
0,1.41131,1.29765,,,,
1,1.26812,1.69943,,,,
6,0.196123,2.95237,,,,
1,0.686926,2.42996,,,,
4,1.52113,1.06076,,,,
5,1.7356,1.26313,,,,
6,0.531002,2.45824,,,,
6,0.453399,2.31493,,,,
5,1.60139,1.49166,,,,
7,1.85069,1.09633,,,,
8,0.806486,1.8893,,,,
4,1.51438,1.27061,,,,
4,2.6811,0.669045,,,,
7,2.5308,0.743377,,,,
2,1.39572,1.43684,,,,
5,1.2656,1.61508,,,,
3,1.37112,1.4905,,,,
7,2.55576,1.13562,,,,
0,1.32687,1.39794,,,,
7,2.22832,0.955388,,,,
7,2.25774,0.824241,,,,
